@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1543,'2019/01/26 16:11:47:771',10,0,0,-0.979233,0.991437,0.005555,0,1.021176,1.021176,0.001833,0.011817
1544,'2019/01/26 16:11:47:801',10,0,0,-0.977203,0.988382,0.005519,0,1.021176,1.021176,0.001833,0.011817
1545,'2019/01/26 16:11:47:832',10,0,0,-0.985138,0.996939,0.00584,0,1.021176,1.021176,0.001833,0.011817
1546,'2019/01/26 16:11:47:862',10,0,0,-0.988724,1.000763,0.00624,0,1.021176,1.021176,0.001833,0.011817
1547,'2019/01/26 16:11:47:894',10,0,0,-0.98761,0.999665,0.006183,0,1.021176,1.021176,0.001833,0.011817
1548,'2019/01/26 16:11:47:922',10,0,0,-0.974304,0.985715,0.006259,0,1.021176,1.021176,0.001833,0.011817
1549,'2019/01/26 16:11:47:952',10,0,0,-0.974777,0.985827,0.006357,0,1.021176,1.021176,0.001833,0.011817
1550,'2019/01/26 16:11:47:982',10,0,0,-0.972061,0.983619,0.006198,0,1.021176,1.021176,0.001833,0.011817
1551,'2019/01/26 16:11:48:012',10,0,0,-0.984833,0.995931,0.005723,0,1.021176,1.021176,0.001833,0.011817
1552,'2019/01/26 16:11:48:042',10,0,0,-0.98259,0.994232,0.005634,0,1.021176,1.021176,0.001833,0.011817
1553,'2019/01/26 16:11:48:072',10,0,0,-0.977982,0.990443,0.005678,0,1.021176,1.021176,0.001833,0.011817
1554,'2019/01/26 16:11:48:102',10,0,0,-0.979919,0.992141,0.005577,0,1.021176,1.021176,0.001833,0.011817
1555,'2019/01/26 16:11:48:132',10,0,0,-0.977158,0.988737,0.005468,0,1.021176,1.021176,0.001833,0.011817
1556,'2019/01/26 16:11:48:163',10,0,0,-0.981613,0.994006,0.004694,0,1.021176,1.021176,0.001833,0.011817
1557,'2019/01/26 16:11:48:195',10,0,0,-0.977539,0.988727,0.003794,0,1.021176,1.021176,0.001833,0.011817
1558,'2019/01/26 16:11:48:228',10,0,0,-0.980774,0.992114,0.003609,0,1.021176,1.021176,0.001833,0.011817
1559,'2019/01/26 16:11:48:253',10,0,0,-0.969711,0.981057,0.00442,0,1.021176,1.021176,0.001833,0.011817
1560,'2019/01/26 16:11:55:330',11,0.040878,0,0.995865,1.003977,0.005702,0,0,0,0.001833,0.011817
1561,'2019/01/26 16:11:55:375',11,0.040878,0,1.012482,1.020821,0.006753,0,0,0,0.001833,0.011817
1562,'2019/01/26 16:11:55:392',11,0.040878,0,1.007034,1.014808,0.006816,0,0,0,0.001833,0.011817
1563,'2019/01/26 16:11:55:422',11,0.040878,0,0.996185,1.004826,0.006945,0,0,0,0.001833,0.011817
1564,'2019/01/26 16:11:55:466',11,0.040878,0,0.98616,0.994497,0.008208,0,0,0,0.001833,0.011817
1565,'2019/01/26 16:11:55:482',11,0.040878,0,0.996429,1.004377,0.008264,0,0,0,0.001833,0.011817
1566,'2019/01/26 16:11:55:514',11,0.040878,0,0.99913,1.006964,0.008163,0,0,0,0.001833,0.011817
1567,'2019/01/26 16:11:55:544',11,0.040878,0,0.995148,1.003613,0.006935,0,0,0,0.001833,0.011817
1568,'2019/01/26 16:11:55:574',11,0.040878,0,0.997787,1.006888,0.006929,0,0,0,0.001833,0.011817
1569,'2019/01/26 16:11:55:608',11,0.039551,0,1.006027,1.014605,0.007076,0,0,0,0.001833,0.011817
1570,'2019/01/26 16:11:55:635',11,0.039551,0,0.997055,1.005211,0.007029,0,0,0,0.001833,0.011817
1571,'2019/01/26 16:11:55:663',11,0.039551,0,0.998398,1.007724,0.0055,0,0,0,0.001833,0.011817
1572,'2019/01/26 16:11:55:699',11,0.039551,0,0.997894,1.006155,0.004597,0,0,0,0.001833,0.011817
1573,'2019/01/26 16:11:55:725',11,0.039551,0,1.000565,1.009222,0.004704,0,0,0,0.001833,0.011817
1574,'2019/01/26 16:11:55:753',11,0.039551,0,1.007767,1.015737,0.003913,0,0,0,0.001833,0.011817
1575,'2019/01/26 16:11:55:783',11,0.042313,0,1.006241,1.015685,0.004209,0,0,0,0.001833,0.011817
1576,'2019/01/26 16:11:55:813',11,0.042313,0,0.995499,1.003732,0.004469,0,0,0,0.001833,0.011817
1577,'2019/01/26 16:11:55:845',11,0.042313,0,0.99559,1.003847,0.00442,0,0,0,0.001833,0.011817
1578,'2019/01/26 16:11:55:873',11,0.042313,0,0.993393,1.00232,0.004845,0,0,0,0.001833,0.011817
1579,'2019/01/26 16:11:55:905',11,0.042313,0,0.989807,0.998526,0.005204,0,0,0,0.001833,0.011817
1580,'2019/01/26 16:11:55:935',11,0.042313,0,0.987106,0.995944,0.00619,0,0,0,0.001833,0.011817
1581,'2019/01/26 16:11:55:963',11,0.042313,0,1.003937,1.011918,0.006509,0,0,0,0.001833,0.011817
1582,'2019/01/26 16:11:55:994',11,0.042313,0,1.004517,1.01266,0.006817,0,0,0,0.001833,0.011817
1583,'2019/01/26 16:11:56:026',11,0.042313,0,1.004242,1.012817,0.007018,0,0,0,0.001833,0.011817
1584,'2019/01/26 16:11:56:065',11,0.042313,0,1.000259,1.008627,0.006393,0,0,0,0.001833,0.011817
1585,'2019/01/26 16:11:56:085',11,0.041428,0,0.997467,1.005507,0.005783,0,0,0,0.001833,0.011817
1586,'2019/01/26 16:11:56:116',11,0.041428,0,0.995087,1.002212,0.005796,0,0,0,0.001833,0.011817
1587,'2019/01/26 16:11:56:146',11,0.041428,0,1.004913,1.012047,0.006207,0,0,0,0.001833,0.011817
1588,'2019/01/26 16:11:56:174',11,0.041428,0,1.00174,1.009992,0.006082,0,0,0,0.001833,0.011817
1589,'2019/01/26 16:11:56:217',11,0.042511,0,0.999359,1.007902,0.005274,0,0,0,0.001833,0.011817
1590,'2019/01/26 16:11:56:237',11,0.044617,0,1.00592,1.014786,0.003417,0,0,0,0.001833,0.011817
1591,'2019/01/26 16:11:56:267',11,0.044617,0,1.000992,1.008455,0.003341,0,0,0,0.001833,0.011817
1592,'2019/01/26 16:11:56:297',11,0.044617,0,1.004105,1.011728,0.003305,0,0,0,0.001833,0.011817
1593,'2019/01/26 16:11:56:328',11,0.044617,0,1.003296,1.010502,0.003236,0,0,0,0.001833,0.011817
1594,'2019/01/26 16:11:56:355',11,0.044617,0,1.005249,1.013092,0.003414,0,0,0,0.001833,0.011817
1595,'2019/01/26 16:11:56:387',11,0.044617,0,1.001373,1.009373,0.003104,0,0,0,0.001833,0.011817
1596,'2019/01/26 16:11:56:417',11,0.044617,0,0.988052,0.996601,0.004909,0,0,0,0.001833,0.011817
1597,'2019/01/26 16:11:56:448',11,0.044617,0,0.991104,0.999689,0.005642,0,0,0,0.001833,0.011817
1598,'2019/01/26 16:11:56:476',11,0.044617,0,0.992203,1.000627,0.006077,0,0,0,0.001833,0.011817
1599,'2019/01/26 16:11:56:515',11,0.044617,0,0.994354,1.002145,0.006244,0,0,0,0.001833,0.011817
1600,'2019/01/26 16:11:56:538',11,0.044388,0,0.993484,1.002121,0.005905,0,0,0,0.001833,0.011817
1601,'2019/01/26 16:11:56:568',11,0.048996,0,0.994766,1.005018,0.005823,0,0,0,0.001833,0.011817
1602,'2019/01/26 16:11:56:598',11,0.048996,0,0.999588,1.008994,0.005398,0,0,0,0.001833,0.011817
1603,'2019/01/26 16:11:56:632',11,0.048996,0,1.00238,1.010782,0.005286,0,0,0,0.001833,0.011817
1604,'2019/01/26 16:11:56:658',11,0.048996,0,1.006729,1.014367,0.00555,0,0,0,0.001833,0.011817
1605,'2019/01/26 16:11:56:692',11,0.048996,0,1.00563,1.015164,0.006055,0,0,0,0.001833,0.011817
1606,'2019/01/26 16:11:56:724',11,0.048996,0,0.999527,1.007906,0.005327,0,0,0,0.001833,0.011817
1607,'2019/01/26 16:11:56:749',11,0.048996,0,1.002014,1.010247,0.004908,0,0,0,0.001833,0.011817
1608,'2019/01/26 16:11:56:779',11,0.048996,0,0.995163,1.003128,0.004563,0,0,0,0.001833,0.011817
1609,'2019/01/26 16:11:56:809',11,0.048996,0,0.990829,0.99919,0.005046,0,0,0,0.001833,0.011817
1610,'2019/01/26 16:11:56:836',11,0.048996,0,0.992752,1.001139,0.005131,0,0,0,0.001833,0.011817
1611,'2019/01/26 16:11:56:867',11,0.047287,0,1.017593,1.025393,0.00736,0,0,0,0.001833,0.011817
1612,'2019/01/26 16:11:56:900',11,0.047287,0,1.004227,1.011377,0.007389,0,0,0,0.001833,0.011817
1613,'2019/01/26 16:11:56:929',11,0.047287,0,1.007507,1.014424,0.007595,0,0,0,0.001833,0.011817
1614,'2019/01/26 16:11:56:959',11,0.047287,0,1.004425,1.012382,0.007488,0,0,0,0.001833,0.011817
1615,'2019/01/26 16:11:56:990',11,0.04483,0,1.005692,1.015235,0.007491,0,0,0,0.001833,0.011817
1616,'2019/01/26 16:11:57:020',11,0.04483,0,0.997116,1.006349,0.007604,0,0,0,0.001833,0.011817
1617,'2019/01/26 16:11:57:050',11,0.04483,0,0.991379,0.999593,0.008209,0,0,0,0.001833,0.011817
1618,'2019/01/26 16:11:57:080',11,0.04483,0,1.00119,1.009093,0.008002,0,0,0,0.001833,0.011817
1619,'2019/01/26 16:11:57:110',11,0.04483,0,1.004318,1.010893,0.007227,0,0,0,0.001833,0.011817
1620,'2019/01/26 16:11:57:141',11,0.04483,0,0.997849,1.004844,0.006672,0,0,0,0.001833,0.011817
1621,'2019/01/26 16:11:57:170',11,0.04483,0,1.000809,1.007063,0.004617,0,0,0,0.001833,0.011817
1622,'2019/01/26 16:11:57:200',11,0.04483,0,0.998077,1.004848,0.004615,0,0,0,0.001833,0.011817
1623,'2019/01/26 16:11:57:234',11,0.04483,0,1.011505,1.018991,0.005299,0,0,0,0.001833,0.011817
1624,'2019/01/26 16:11:57:262',11,0.04483,0,0.995789,1.002701,0.005411,0,0,0,0.001833,0.011817
1625,'2019/01/26 16:11:57:291',11,0.042969,0,0.997833,1.00517,0.005146,0,0,0,0.001833,0.011817
1626,'2019/01/26 16:11:57:321',11,0.03717,0,0.986816,0.995044,0.006412,0,0,0,0.001833,0.011817
1627,'2019/01/26 16:11:57:354',11,0.03334,0,1.001984,1.0083,0.006001,0,0,0,0.001833,0.011817
1628,'2019/01/26 16:11:57:381',11,0.026199,0,1.010376,1.016746,0.006819,0,0,0,0.001833,0.011817
1629,'2019/01/26 16:11:57:412',11,0.026199,0,0.998169,1.004176,0.006727,0,0,0,0.001833,0.011817
1630,'2019/01/26 16:11:57:441',11,0.026199,0,1.017914,1.023433,0.008554,0,0,0,0.001833,0.011817
1631,'2019/01/26 16:11:57:472',11,0.026199,0,0.998627,1.004097,0.008607,0,0,0,0.001833,0.011817
1632,'2019/01/26 16:11:57:502',11,0.026199,0,0.988663,0.994576,0.009429,0,0,0,0.001833,0.011817
1633,'2019/01/26 16:11:57:543',11,0.026199,0,1.006042,1.011868,0.008936,0,0,0,0.001833,0.011817
1634,'2019/01/26 16:11:57:562',11,0.026199,0,1.000732,1.007343,0.008813,0,0,0,0.001833,0.011817
1635,'2019/01/26 16:11:57:592',11,0.022964,0,0.99324,0.999869,0.009067,0,0,0,0.001833,0.011817
1636,'2019/01/26 16:11:57:693',11,0.016083,0,1.005264,1.011362,0.007953,0,0,0,0.001833,0.011817
1637,'2019/01/26 16:11:57:693',11,0.00647,0,1.007767,1.012839,0.008132,0,0,0,0.001833,0.011817
1638,'2019/01/26 16:11:57:694',11,0.006149,0,1.002563,1.007624,0.00772,0,0,0,0.001833,0.011817
1639,'2019/01/26 16:11:57:715',11,0.006149,0,0.999176,1.003189,0.007677,0,0,0,0.001833,0.011817
1640,'2019/01/26 16:11:57:746',11,0.006149,0,1.009201,1.015649,0.006168,0,0,0,0.001833,0.011817
1641,'2019/01/26 16:11:57:770',11,0.006149,0,1.001862,1.007287,0.006113,0,0,0,0.001833,0.011817
1642,'2019/01/26 16:11:57:800',11,0.006149,0,1.007629,1.01268,0.004607,0,0,0,0.001833,0.011817
1643,'2019/01/26 16:11:57:830',11,0.006149,0,1.008987,1.014922,0.004858,0,0,0,0.001833,0.011817
1644,'2019/01/26 16:11:57:861',11,0.006149,0,0.996399,1.001292,0.005273,0,0,0,0.001833,0.011817
1645,'2019/01/26 16:11:57:893',11,0,0,0.998306,1.003667,0.004474,0,0,0,0.001833,0.011817
1646,'2019/01/26 16:11:57:923',11,0,0,1.004868,1.010179,0.004462,0,0,0,0.001833,0.011817
1647,'2019/01/26 16:11:57:953',11,0,0,1.004868,1.010416,0.004277,0,0,0,0.001833,0.011817
1648,'2019/01/26 16:11:57:984',11,0,0,1.001358,1.006144,0.004315,0,0,0,0.001833,0.011817
1649,'2019/01/26 16:11:58:014',11,0,0,0.996063,1.001529,0.004695,0,0,0,0.001833,0.011817
1650,'2019/01/26 16:11:58:056',11,0,0,1.003723,1.009299,0.00423,0,0,0,0.001833,0.011817
1651,'2019/01/26 16:11:58:074',11,0,0,1.003937,1.008877,0.00425,0,0,0,0.001833,0.011817
1652,'2019/01/26 16:11:58:104',11,0,0,0.998779,1.003352,0.004029,0,0,0,0.001833,0.011817
1653,'2019/01/26 16:11:58:134',11,0,0,0.997833,1.003903,0.003352,0,0,0,0.001833,0.011817
1654,'2019/01/26 16:11:58:167',11,0,0,1.000534,1.006476,0.003048,0,0,0,0.001833,0.011817
1655,'2019/01/26 16:11:58:195',11,0,0,1.010437,1.016035,0.003991,0,0,0,0.001833,0.011817
1656,'2019/01/26 16:11:58:227',11,0,0,0.994858,1.000089,0.004437,0,0,0,0.001833,0.011817
1657,'2019/01/26 16:11:58:258',11,0,0,0.989182,0.995309,0.005518,0,0,0,0.001833,0.011817
1658,'2019/01/26 16:11:58:285',11,0,0,0.993622,0.999351,0.005764,0,0,0,0.001833,0.011817
1659,'2019/01/26 16:11:58:316',11,0,0,1.004288,1.010329,0.005887,0,0,0,0.001833,0.011817
1660,'2019/01/26 16:11:58:346',11,0,0,1.013046,1.018115,0.007067,0,0,0,0.001833,0.011817
1661,'2019/01/26 16:11:58:375',11,0,0,1.007263,1.012593,0.007288,0,0,0,0.001833,0.011817
1662,'2019/01/26 16:11:58:405',11,0,0,0.99649,1.001741,0.007389,0,0,0,0.001833,0.011817
1663,'2019/01/26 16:11:58:436',11,0,0,0.999969,1.006353,0.007332,0,0,0,0.001833,0.011817
1664,'2019/01/26 16:11:58:466',11,0,0,0.997314,1.002825,0.007415,0,0,0,0.001833,0.011817
1665,'2019/01/26 16:11:58:496',11,0,0,0.997284,1.002855,0.006693,0,0,0,0.001833,0.011817
1666,'2019/01/26 16:11:58:535',11,0,0,1.004059,1.009922,0.006647,0,0,0,0.001833,0.011817
1667,'2019/01/26 16:11:58:565',11,0,0,0.997787,1.003151,0.005639,0,0,0,0.001833,0.011817
1668,'2019/01/26 16:11:58:586',11,0,0,0.997742,1.002922,0.00521,0,0,0,0.001833,0.011817
1669,'2019/01/26 16:11:58:625',11,0,0,1.006561,1.012047,0.005373,0,0,0,0.001833,0.011817
1670,'2019/01/26 16:11:58:647',11,0,0,0.99736,1.00276,0.003947,0,0,0,0.001833,0.011817
1671,'2019/01/26 16:11:58:677',11,0,0,1.008774,1.01358,0.004234,0,0,0,0.001833,0.011817
1672,'2019/01/26 16:11:58:707',11,0,0,1.004669,1.009564,0.004202,0,0,0,0.001833,0.011817
1673,'2019/01/26 16:11:58:739',11,0,0,1.00412,1.009442,0.004269,0,0,0,0.001833,0.011817
1674,'2019/01/26 16:11:58:769',11,0,0,1.010208,1.014968,0.004714,0,0,0,0.001833,0.011817
1675,'2019/01/26 16:11:58:797',11,0,0,1.010681,1.015484,0.004842,0,0,0,0.001833,0.011817
1676,'2019/01/26 16:11:58:828',11,0,0,1.004135,1.009359,0.004842,0,0,0,0.001833,0.011817
1677,'2019/01/26 16:11:58:857',11,0,0,1.00235,1.007305,0.004412,0,0,0,0.001833,0.011817
1678,'2019/01/26 16:11:58:888',11,0,0,0.992615,0.998347,0.005378,0,0,0,0.001833,0.011817
1679,'2019/01/26 16:11:58:922',11,0,0,0.994476,0.999734,0.006019,0,0,0,0.001833,0.011817
1680,'2019/01/26 16:11:58:949',11,0,0,0.99762,1.003271,0.005996,0,0,0,0.001833,0.011817
1681,'2019/01/26 16:11:58:979',11,0,0,1.005951,1.011081,0.005778,0,0,0,0.001833,0.011817
1682,'2019/01/26 16:11:59:009',11,0,0,1.006821,1.011878,0.005887,0,0,0,0.001833,0.011817
1683,'2019/01/26 16:11:59:038',11,0,0,1.009308,1.014227,0.006193,0,0,0,0.001833,0.011817
1684,'2019/01/26 16:11:59:076',11,0,0,1.006958,1.011879,0.005906,0,0,0,0.001833,0.011817
1685,'2019/01/26 16:11:59:099',11,0,0,1.000549,1.005971,0.005361,0,0,0,0.001833,0.011817
1686,'2019/01/26 16:11:59:129',11,0,0,1.001114,1.006198,0.005322,0,0,0,0.001833,0.011817
1687,'2019/01/26 16:11:59:159',11,0,0,1.006287,1.011311,0.005493,0,0,0,0.001833,0.011817
1688,'2019/01/26 16:11:59:189',11,0,0,1.004959,1.01045,0.004505,0,0,0,0.001833,0.011817
1689,'2019/01/26 16:11:59:228',11,0,0,0.995834,1.001053,0.004247,0,0,0,0.001833,0.011817
1690,'2019/01/26 16:11:59:251',11,0,0,1.003784,1.009149,0.003762,0,0,0,0.001833,0.011817
1691,'2019/01/26 16:11:59:281',11,0,0,0.995193,1.000184,0.004551,0,0,0,0.001833,0.011817
1692,'2019/01/26 16:11:59:309',11,0,0,0.995941,1.001522,0.004819,0,0,0,0.001833,0.011817
1693,'2019/01/26 16:11:59:339',11,0,0,1.000687,1.005836,0.004159,0,0,0,0.001833,0.011817
1694,'2019/01/26 16:11:59:370',11,0,0,1.012421,1.017689,0.005134,0,0,0,0.001833,0.011817
1695,'2019/01/26 16:11:59:400',11,0,0,1.015152,1.020039,0.0065,0,0,0,0.001833,0.011817
1696,'2019/01/26 16:11:59:434',11,0,0,1.00061,1.005587,0.006517,0,0,0,0.001833,0.011817
1697,'2019/01/26 16:11:59:461',11,0,0,1.002975,1.008178,0.00643,0,0,0,0.001833,0.011817
1698,'2019/01/26 16:11:59:490',11,0,0,1.000214,1.005159,0.006425,0,0,0,0.001833,0.011817
1699,'2019/01/26 16:11:59:520',11,0,0,1.012619,1.017648,0.006708,0,0,0,0.001833,0.011817
1700,'2019/01/26 16:11:59:551',11,0,0,0.990646,0.995077,0.00781,0,0,0,0.001833,0.011817
1701,'2019/01/26 16:11:59:597',11,0,0,1.002869,1.008316,0.007406,0,0,0,0.001833,0.011817
1702,'2019/01/26 16:11:59:612',11,0,0,0.996796,1.001911,0.007324,0,0,0,0.001833,0.011817
1703,'2019/01/26 16:11:59:641',11,0,0,1.004623,1.009678,0.007268,0,0,0,0.001833,0.011817
1704,'2019/01/26 16:11:59:671',11,0,0,1.005692,1.01058,0.006739,0,0,0,0.001833,0.011817
1705,'2019/01/26 16:11:59:701',11,0,0,1.009827,1.014833,0.005938,0,0,0,0.001833,0.011817
1706,'2019/01/26 16:11:59:731',11,0,0,1.00264,1.007428,0.005898,0,0,0,0.001833,0.011817
1707,'2019/01/26 16:11:59:766',11,0,0,1.002747,1.007798,0.005898,0,0,0,0.001833,0.011817
1708,'2019/01/26 16:11:59:793',11,0,0,0.99054,0.995645,0.006953,0,0,0,0.001833,0.011817
1709,'2019/01/26 16:11:59:821',11,0,0,1.007202,1.012201,0.006275,0,0,0,0.001833,0.011817
1710,'2019/01/26 16:11:59:851',11,0,0,0.999374,1.004514,0.005247,0,0,0,0.001833,0.011817
1711,'2019/01/26 16:11:59:882',11,0,0,1.008499,1.013395,0.005577,0,0,0,0.001833,0.011817
1712,'2019/01/26 16:11:59:912',11,0,0,1.007324,1.011868,0.005334,0,0,0,0.001833,0.011817
1713,'2019/01/26 16:11:59:940',11,0,0,1.003967,1.00903,0.005328,0,0,0,0.001833,0.011817
1714,'2019/01/26 16:11:59:972',11,0,0,1.004486,1.009307,0.005297,0,0,0,0.001833,0.011817
1715,'2019/01/26 16:12:00:002',11,0,0,0.994354,0.999757,0.005525,0,0,0,0.001833,0.011817
1716,'2019/01/26 16:12:00:032',11,0,0,0.99855,1.003374,0.005621,0,0,0,0.001833,0.011817
1717,'2019/01/26 16:12:00:063',11,0,0,1.007416,1.012372,0.005876,0,0,0,0.001833,0.011817
1718,'2019/01/26 16:12:00:100',11,0,0,1.002274,1.00743,0.00443,0,0,0,0.001833,0.011817
1719,'2019/01/26 16:12:00:122',11,0,0,1.008408,1.013578,0.004548,0,0,0,0.001833,0.011817
1720,'2019/01/26 16:12:00:153',11,0,0,0.992249,0.997225,0.005576,0,0,0,0.001833,0.011817
1721,'2019/01/26 16:12:00:186',11,0,0,0.999374,1.004343,0.0053,0,0,0,0.001833,0.011817
1722,'2019/01/26 16:12:00:214',11,0,0,1.004562,1.01004,0.005075,0,0,0,0.001833,0.011817
1723,'2019/01/26 16:12:00:243',11,0,0,1.003128,1.007942,0.005041,0,0,0,0.001833,0.011817
1724,'2019/01/26 16:12:00:275',11,0,0,1.004471,1.009752,0.00504,0,0,0,0.001833,0.011817
1725,'2019/01/26 16:12:00:304',11,0,0,1.003067,1.008533,0.004452,0,0,0,0.001833,0.011817
1726,'2019/01/26 16:12:00:333',11,0,0,1.0009,1.006056,0.004305,0,0,0,0.001833,0.011817
1727,'2019/01/26 16:12:00:364',11,0,0,0.994583,0.999671,0.004578,0,0,0,0.001833,0.011817
1728,'2019/01/26 16:15:45:748',12,0,0.181442,1.206375,1.221975,0.058363,1,0.22,1,0,0
1729,'2019/01/26 16:15:45:791',12,0.106384,0.181442,1.076981,1.090313,0.054572,1,0.22,1,0,0
1730,'2019/01/26 16:15:45:809',12,0.143982,0.181442,0.958817,0.973773,0.070454,1,0.22,1,0,0
1731,'2019/01/26 16:15:45:839',12,0.199387,0.181442,0.914825,0.936914,0.088772,1,0.22,1,0,0
1732,'2019/01/26 16:15:45:869',12,0.402878,0.181442,0.921051,1.005439,0.100353,1,0.22,1,0,0
1733,'2019/01/26 16:15:45:899',12,0.409653,0.181442,0.876495,0.972799,0.114816,1,0.22,1,0,0
1734,'2019/01/26 16:15:45:930',12,0.481461,0.181442,0.82756,0.958503,0.13214,1,0.22,1,0,0
1735,'2019/01/26 16:15:45:960',12,0.682938,0.181442,0.860657,1.117807,0.13616,1,0.22,1,0,0
1736,'2019/01/26 16:15:45:989',12,0.694611,0.181442,0.871658,1.194278,0.12921,1,0.22,1,0,0
1737,'2019/01/26 16:15:46:020',12,0.726166,0.181442,0.909821,1.218357,0.109343,1,0.22,1,0,0
1738,'2019/01/26 16:15:46:049',12,0.734573,0.132584,0.842697,1.198018,0.068271,1,0.22,1,0,0
1739,'2019/01/26 16:15:46:085',12,0.734573,0.090408,0.77951,1.165962,0.049557,1,0.22,1,0,0
1740,'2019/01/26 16:15:46:110',12,0.734573,0.033859,0.868469,1.109303,0.041227,1,0.22,1,0,0
1741,'2019/01/26 16:15:46:140',12,0.734573,0.016205,0.930969,1.125897,0.04332,1,0.22,1,0,0
1742,'2019/01/26 16:15:46:170',12,0.734573,0,0.838654,1.112985,0.040349,1,0.22,1,0,0
1743,'2019/01/26 16:15:46:200',12,0.734573,0,0.7939,1.090823,0.0445,1,0.22,1,0,0
1744,'2019/01/26 16:15:46:230',12,0.734573,0,0.848755,1.101951,0.043766,1,0.22,1,0,0
1745,'2019/01/26 16:15:46:261',12,0.734573,0,0.877228,1.112628,0.044278,1,0.22,1,0,0
1746,'2019/01/26 16:15:46:290',12,0.734573,0,0.8479,1.11791,0.04402,1,0.22,1,0,0
1747,'2019/01/26 16:15:46:320',12,0.734573,0,0.839478,1.116779,0.039935,1,0.22,1,0,0
1748,'2019/01/26 16:15:46:351',12,0.638992,0,0.831787,1.0687,0.040179,1,0.22,1,0,0
1749,'2019/01/26 16:15:46:393',12,0.62413,0,0.825439,1.025161,0.034591,1,0.22,1,0,0
1750,'2019/01/26 16:15:46:411',12,0.62413,0,0.789871,0.982964,0.038292,1,0.22,1,0,0
1751,'2019/01/26 16:15:46:446',12,0.62413,0,0.748825,0.91181,0.035009,1,0.22,1,0,0
1752,'2019/01/26 16:15:46:471',12,0.62413,0,0.77684,0.85211,0.037291,1,0.22,1,0,0
1753,'2019/01/26 16:15:46:502',12,0.62413,0,0.847031,0.879276,0.037263,1,0.22,1,0,0
1754,'2019/01/26 16:15:46:540',12,0.62413,0.049255,0.952042,0.962238,0.053611,1,0.22,1,0,0
1755,'2019/01/26 16:15:46:562',12,0.62413,0.049255,1.016876,1.020018,0.076463,1,0.22,1,0,0
1756,'2019/01/26 16:15:46:594',12,0.62413,0.049255,1.059952,1.063059,0.099528,1,0.22,1,0,0
1757,'2019/01/26 16:15:46:622',12,0.570831,0.049255,1.057587,1.059628,0.113612,1,0.22,1,0,0
1758,'2019/01/26 16:15:46:652',12,0.533173,0.049255,1.119293,1.122445,0.130245,1,0.22,1,0,0
1759,'2019/01/26 16:15:46:682',12,0.526306,0.049255,1.207092,1.211962,0.151337,1,0.22,1,0,0
1760,'2019/01/26 16:15:46:713',12,0.462418,0.049255,1.144135,1.148439,0.149393,1,0.22,1,0,0
1761,'2019/01/26 16:15:46:742',12,0.344055,0.049255,1.133438,1.13799,0.129814,1,0.22,1,0,0
1762,'2019/01/26 16:15:46:773',12,0.229828,0.049255,1.120041,1.124298,0.099887,1,0.22,1,0,0
1763,'2019/01/26 16:15:46:803',12,0.130737,0.049255,1.078888,1.08255,0.068362,1,0.22,1,0,0
1764,'2019/01/26 16:15:46:833',12,0.097748,0.023972,1.097748,1.106317,0.05094,1,0.22,1,0,0
1765,'2019/01/26 16:15:46:863',12,0.097748,0,1.083649,1.093581,0.042887,1,0.22,1,0,0
1766,'2019/01/26 16:15:46:902',12,0.097748,0,1.012131,1.026796,0.050254,1,0.22,1,0,0
1767,'2019/01/26 16:15:46:923',12,0.097748,0,0.997192,1.005766,0.058577,1,0.22,1,0,0
1768,'2019/01/26 16:15:46:953',12,0.097748,0,1.042633,1.051316,0.060453,1,0.22,1,0,0
1769,'2019/01/26 16:15:46:993',12,0.03801,0,1.09964,1.104569,0.047051,1,0.22,1,0,0
1770,'2019/01/26 16:15:47:013',12,0,0,1.116776,1.124932,0.043994,1,0.22,1,0,0
1771,'2019/01/26 16:15:47:044',12,0,0,1.104309,1.11841,0.04111,1,0.22,1,0,0
1772,'2019/01/26 16:15:47:074',12,0,0.109451,1.049347,1.056669,0.038824,1,0.22,1,0,0
1773,'2019/01/26 16:15:47:106',12,0.148102,0.109451,0.980148,0.991278,0.046629,1,0.22,1,0,0
1774,'2019/01/26 16:15:47:134',12,0.148102,0.109451,0.903748,0.921308,0.063507,1,0.22,1,0,0
1775,'2019/01/26 16:15:47:164',12,0.148102,0.109451,0.946381,0.949934,0.067097,1,0.22,1,0,0
1776,'2019/01/26 16:15:47:194',12,0.46228,0.260513,1.064529,1.189451,0.067911,1,0.22,1,0,0
1777,'2019/01/26 16:15:47:224',12,0.653885,0.260513,0.940491,1.167155,0.072654,1,0.22,1,0,0
1778,'2019/01/26 16:15:47:254',12,0.653885,0.260513,0.875763,1.043773,0.084791,1,0.22,1,0,0
1779,'2019/01/26 16:15:47:285',12,0.653885,0.260513,1.111618,1.204449,0.08615,1,0.22,1,0,0
1780,'2019/01/26 16:15:47:315',12,0.706635,0.260513,1.038147,1.258785,0.079298,1,0.22,1,0,0
