@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1781,'2019/01/26 16:15:47:345',12,0.784576,0.260513,0.797043,1.234728,0.092001,1,0.22,1,0,0
1782,'2019/01/26 16:15:47:375',12,0.784576,0.260513,0.7612,1.14695,0.106797,1,0.22,1,0,0
1783,'2019/01/26 16:15:47:485',12,0.784576,0.260513,0.987061,1.155485,0.107065,1,0.22,1,0,0
1784,'2019/01/26 16:15:47:486',12,0.784576,0.260513,0.996292,1.182292,0.107306,1,0.22,1,0,0
1785,'2019/01/26 16:15:47:486',12,0.784576,0.260513,0.743042,1.050146,0.124331,1,0.22,1,0,0
1786,'2019/01/26 16:15:47:496',12,0.784576,0.028122,0.730011,1.016119,0.12896,1,0.22,1,0,0
1787,'2019/01/26 16:15:47:526',12,0.784576,0.028122,0.800369,1.061341,0.131182,1,0.22,1,0,0
1788,'2019/01/26 16:15:47:556',12,0.784576,0.028122,0.75148,1.034199,0.137131,1,0.22,1,0,0
1789,'2019/01/26 16:15:47:586',12,0.784576,0,0.760849,1.053407,0.114202,1,0.22,1,0,0
1790,'2019/01/26 16:15:47:619',12,0.784576,0,0.803909,1.083218,0.09239,1,0.22,1,0,0
1791,'2019/01/26 16:15:47:647',12,0.625809,0,0.850464,1.078553,0.092849,1,0.22,1,0,0
1792,'2019/01/26 16:15:47:677',12,0.579483,0,0.851837,1.050521,0.091226,1,0.22,1,0,0
1793,'2019/01/26 16:15:47:706',12,0.579483,0,0.768311,0.954841,0.075162,1,0.22,1,0,0
1794,'2019/01/26 16:15:47:738',12,0.579483,0,0.780502,0.883804,0.04016,1,0.22,1,0,0
1795,'2019/01/26 16:15:47:766',12,0.579483,0.021667,0.939713,0.968613,0.05899,1,0.22,1,0,0
1796,'2019/01/26 16:15:47:806',12,0.579483,0.021667,1.013229,1.023386,0.080762,1,0.22,1,0,0
1797,'2019/01/26 16:15:47:846',12,0.579483,0.021667,0.896072,0.912378,0.082098,1,0.22,1,0,0
1798,'2019/01/26 16:15:47:858',12,0.579483,0.131561,1.003662,1.012615,0.088975,1,0.22,1,0,0
1799,'2019/01/26 16:15:47:887',12,0.575897,0.131561,1.255188,1.261866,0.139389,1,0.22,1,0,0
1800,'2019/01/26 16:15:47:927',12,0.561462,0.131561,1.129211,1.137189,0.147112,1,0.22,1,0,0
1801,'2019/01/26 16:15:47:947',12,0.536957,0.131561,0.972046,0.977966,0.143459,1,0.22,1,0,0
1802,'2019/01/26 16:15:47:978',12,0.480392,0.131561,1.068512,1.06924,0.141691,1,0.22,1,0,0
1803,'2019/01/26 16:15:48:007',12,0.376465,0.131561,1.087418,1.091226,0.124747,1,0.22,1,0,0
1804,'2019/01/26 16:15:48:038',12,0.233841,0.131561,1.098373,1.103992,0.098873,1,0.22,1,0,0
1805,'2019/01/26 16:15:48:068',12,0.144363,0.131561,1.233185,1.251433,0.106154,1,0.22,1,0,0
1806,'2019/01/26 16:15:48:098',12,0.144363,0.131561,1.326126,1.355356,0.127166,1,0.22,1,0,0
1807,'2019/01/26 16:15:48:133',12,0.060562,0.131561,1.246689,1.290772,0.11156,1,0.22,1,0,0
1808,'2019/01/26 16:15:48:158',12,0.060562,0.11499,1.117844,1.17197,0.102269,1,0.22,1,0,0
1809,'2019/01/26 16:15:48:188',12,0.060562,0.075928,1.064224,1.1163,0.099276,1,0.22,1,0,0
1810,'2019/01/26 16:15:48:218',12,0.060562,0.082947,1.085052,1.135124,0.100383,1,0.22,1,0,0
1811,'2019/01/26 16:15:48:248',12,0,0.082947,1.077225,1.118238,0.088038,1,0.22,1,0,0
1812,'2019/01/26 16:15:48:279',12,0,0.082947,1.049103,1.070066,0.0898,1,0.22,1,0,0
1813,'2019/01/26 16:15:48:309',12,0,0.082947,0.945755,0.949263,0.106387,1,0.22,1,0,0
1814,'2019/01/26 16:15:48:339',12,0.259918,0.082947,0.941513,0.977825,0.119782,1,0.22,1,0,0
1815,'2019/01/26 16:15:48:369',12,0.297058,0.082947,1.017517,1.066696,0.114731,1,0.22,1,0,0
1816,'2019/01/26 16:15:48:399',12,0.297058,0.082947,1.067245,1.08241,0.082579,1,0.22,1,0,0
1817,'2019/01/26 16:15:48:444',12,0.329941,0.1129,1.012939,1.071286,0.055371,1,0.22,1,0,0
1818,'2019/01/26 16:15:48:459',12,0.486176,0.1129,0.963608,1.085799,0.052337,1,0.22,1,0,0
1819,'2019/01/26 16:15:48:490',12,0.486176,0.1129,0.928986,1.060006,0.057048,1,0.22,1,0,0
1820,'2019/01/26 16:15:48:518',12,0.486176,0.1129,0.968948,1.041063,0.051954,1,0.22,1,0,0
1821,'2019/01/26 16:15:48:552',12,0.594315,0.1129,0.957947,1.135398,0.045526,1,0.22,1,0,0
1822,'2019/01/26 16:15:48:580',12,0.594315,0.1129,0.849976,1.106184,0.0557,1,0.22,1,0,0
1823,'2019/01/26 16:15:48:610',12,0.594315,0.1129,0.839447,1.108188,0.067367,1,0.22,1,0,0
1824,'2019/01/26 16:15:48:642',12,0.594315,0.1129,0.921616,1.075203,0.068021,1,0.22,1,0,0
1825,'2019/01/26 16:15:48:670',12,0.594315,0.1129,0.881317,1.084105,0.067336,1,0.22,1,0,0
1826,'2019/01/26 16:15:48:700',12,0.594315,0.1129,0.775558,1.097373,0.068715,1,0.22,1,0,0
1827,'2019/01/26 16:15:48:731',12,0.609329,0,0.800247,1.113264,0.066451,1,0.22,1,0,0
1828,'2019/01/26 16:15:48:760',12,0.609329,0,0.808289,1.119429,0.065284,1,0.22,1,0,0
1829,'2019/01/26 16:15:48:791',12,0.609329,0,0.750488,1.070024,0.071688,1,0.22,1,0,0
1830,'2019/01/26 16:15:48:821',12,0.609329,0,0.732544,1.033065,0.069279,1,0.22,1,0,0
1831,'2019/01/26 16:15:48:851',12,0.609329,0,0.767761,1.034446,0.057048,1,0.22,1,0,0
1832,'2019/01/26 16:15:48:881',12,0.609329,0,0.778641,1.038049,0.0564,1,0.22,1,0,0
1833,'2019/01/26 16:15:48:916',12,0.609329,0,0.810287,1.025664,0.055318,1,0.22,1,0,0
1834,'2019/01/26 16:15:48:951',12,0.609329,0,0.835251,0.991927,0.04095,1,0.22,1,0,0
1835,'2019/01/26 16:15:48:971',12,0.609329,0,0.835907,0.965426,0.032708,1,0.22,1,0,0
1836,'2019/01/26 16:15:49:006',12,0.609329,0,0.808807,0.911568,0.032812,1,0.22,1,0,0
1837,'2019/01/26 16:15:49:032',12,0.589813,0,0.871231,0.932464,0.040441,1,0.22,1,0,0
1838,'2019/01/26 16:15:49:062',12,0.577759,0,1.024216,1.04644,0.078696,1,0.22,1,0,0
1839,'2019/01/26 16:15:49:089',12,0.540222,0,1.018494,1.032636,0.094077,1,0.22,1,0,0
1840,'2019/01/26 16:15:49:121',12,0.540222,0.003052,0.990402,1.002076,0.09415,1,0.22,1,0,0
1841,'2019/01/26 16:15:49:154',12,0.540222,0.098831,1.169464,1.17448,0.121835,1,0.22,1,0,0
1842,'2019/01/26 16:15:49:182',12,0.502182,0.098831,1.234131,1.237117,0.145467,1,0.22,1,0,0
1843,'2019/01/26 16:15:49:213',12,0.439987,0.098831,1.041367,1.044412,0.138042,1,0.22,1,0,0
1844,'2019/01/26 16:15:49:247',12,0.423782,0.098831,1.035294,1.047977,0.129418,1,0.22,1,0,0
1845,'2019/01/26 16:15:49:273',12,0.373108,0.098831,1.199265,1.221767,0.128427,1,0.22,1,0,0
1846,'2019/01/26 16:15:49:300',12,0.324081,0.098831,1.142242,1.161186,0.105504,1,0.22,1,0,0
1847,'2019/01/26 16:15:49:333',12,0.213776,0.098831,1.053558,1.070414,0.082338,1,0.22,1,0,0
1848,'2019/01/26 16:15:49:384',12,0.170288,0.098831,1.127441,1.153399,0.079769,1,0.22,1,0,0
1849,'2019/01/26 16:15:49:394',12,0.152481,0.098831,1.148941,1.181907,0.075747,1,0.22,1,0,0
1850,'2019/01/26 16:15:49:423',12,0.044601,0.098831,1.041824,1.080372,0.068573,1,0.22,1,0,0
1851,'2019/01/26 16:15:49:467',12,0,0.096848,0.984772,1.0092,0.07695,1,0.22,1,0,0
1852,'2019/01/26 16:15:49:483',12,0,0.096848,0.988708,1.006639,0.069295,1,0.22,1,0,0
1853,'2019/01/26 16:15:49:514',12,0,0.096848,1.070053,1.098223,0.068376,1,0.22,1,0,0
1854,'2019/01/26 16:15:49:544',12,0,0.082474,1.166107,1.199708,0.071178,1,0.22,1,0,0
1855,'2019/01/26 16:15:49:582',12,0,0.063416,1.160385,1.166488,0.06611,1,0.22,1,0,0
1856,'2019/01/26 16:15:49:604',12,0.02063,0.063416,1.095795,1.096751,0.063754,1,0.22,1,0,0
1857,'2019/01/26 16:15:49:634',12,0.02063,0.063416,1.024094,1.025388,0.065732,1,0.22,1,0,0
1858,'2019/01/26 16:15:49:668',12,0.023148,0.119034,1.034286,1.041371,0.065061,1,0.22,1,0,0
1859,'2019/01/26 16:15:49:694',12,0.203033,0.12323,1.048904,1.075457,0.059868,1,0.22,1,0,0
1860,'2019/01/26 16:15:49:725',12,0.239456,0.12323,0.99646,1.043219,0.062832,1,0.22,1,0,0
1861,'2019/01/26 16:15:49:754',12,0.239456,0.12323,0.957321,0.977639,0.066422,1,0.22,1,0,0
1862,'2019/01/26 16:15:49:784',12,0.34761,0.12323,0.974075,1.036094,0.067992,1,0.22,1,0,0
1863,'2019/01/26 16:15:49:815',12,0.504013,0.12323,0.905746,1.049211,0.080523,1,0.22,1,0,0
1864,'2019/01/26 16:15:49:845',12,0.513748,0.12323,0.856995,1.067971,0.084021,1,0.22,1,0,0
1865,'2019/01/26 16:15:49:875',12,0.513748,0.12323,0.8927,1.072756,0.07219,1,0.22,1,0,0
1866,'2019/01/26 16:15:49:905',12,0.629364,0.12323,0.939529,1.162386,0.061218,1,0.22,1,0,0
1867,'2019/01/26 16:15:49:935',12,0.655716,0.12323,0.837616,1.175179,0.067817,1,0.22,1,0,0
1868,'2019/01/26 16:15:49:974',12,0.655716,0.12323,0.847839,1.210074,0.066141,1,0.22,1,0,0
1869,'2019/01/26 16:15:49:996',12,0.655716,0.06192,0.890625,1.162408,0.052247,1,0.22,1,0,0
1870,'2019/01/26 16:15:50:026',12,0.655716,0.06192,0.819809,1.063427,0.049797,1,0.22,1,0,0
1871,'2019/01/26 16:15:50:056',12,0.655716,0.06192,0.737595,0.99164,0.062963,1,0.22,1,0,0
1872,'2019/01/26 16:15:50:086',12,0.655716,0,0.716492,0.981464,0.067729,1,0.22,1,0,0
1873,'2019/01/26 16:15:50:116',12,0.655716,0,0.74765,1.005126,0.07,1,0.22,1,0,0
1874,'2019/01/26 16:15:50:146',12,0.655716,0,0.800919,1.026651,0.069753,1,0.22,1,0,0
1875,'2019/01/26 16:15:50:177',12,0.655716,0,0.849213,1.045016,0.066559,1,0.22,1,0,0
1876,'2019/01/26 16:15:50:206',12,0.655716,0,0.772766,0.987832,0.053889,1,0.22,1,0,0
1877,'2019/01/26 16:15:50:236',12,0.622192,0,0.775879,0.927255,0.052989,1,0.22,1,0,0
1878,'2019/01/26 16:15:50:267',12,0.553802,0,0.84729,0.934465,0.052936,1,0.22,1,0,0
1879,'2019/01/26 16:15:50:298',12,0.488297,0,0.8246,0.902139,0.044076,1,0.22,1,0,0
1880,'2019/01/26 16:15:50:327',12,0.483673,0,0.865982,0.921012,0.049163,1,0.22,1,0,0
1881,'2019/01/26 16:15:50:357',12,0.483673,0,1.001785,1.021552,0.075676,1,0.22,1,0,0
1882,'2019/01/26 16:15:50:388',12,0.483673,0,0.96994,0.988664,0.079046,1,0.22,1,0,0
1883,'2019/01/26 16:15:50:417',12,0.472229,0.00145,0.957077,0.969341,0.078057,1,0.22,1,0,0
1884,'2019/01/26 16:15:50:447',12,0.453781,0.09819,1.086838,1.092781,0.098476,1,0.22,1,0,0
1885,'2019/01/26 16:15:50:491',12,0.453781,0.09819,1.132355,1.133197,0.119634,1,0.22,1,0,0
1886,'2019/01/26 16:15:50:507',12,0.366196,0.09819,1.121368,1.12217,0.121423,1,0.22,1,0,0
1887,'2019/01/26 16:15:50:538',12,0.350601,0.133759,1.161087,1.170005,0.118504,1,0.22,1,0,0
1888,'2019/01/26 16:15:50:568',12,0.327927,0.133759,1.170166,1.172619,0.117341,1,0.22,1,0,0
1889,'2019/01/26 16:15:50:599',12,0.279861,0.133759,1.113312,1.115291,0.09727,1,0.22,1,0,0
1890,'2019/01/26 16:15:50:627',12,0.193329,0.133759,1.158676,1.160073,0.077018,1,0.22,1,0,0
1891,'2019/01/26 16:15:50:659',12,0.18158,0.133759,1.190094,1.192757,0.076838,1,0.22,1,0,0
1892,'2019/01/26 16:15:50:689',12,0.153702,0.133759,1.112457,1.117365,0.062058,1,0.22,1,0,0
1893,'2019/01/26 16:15:50:718',12,0.057556,0.133759,1.065887,1.072878,0.03693,1,0.22,1,0,0
1894,'2019/01/26 16:15:50:749',12,0.03627,0.133759,1.06012,1.071058,0.040807,1,0.22,1,0,0
1895,'2019/01/26 16:15:50:782',12,0.011139,0.133759,1.041336,1.055777,0.04839,1,0.22,1,0,0
1896,'2019/01/26 16:15:50:809',12,0,0.133759,1.019394,1.031644,0.056907,1,0.22,1,0,0
1897,'2019/01/26 16:15:50:839',12,0,0.042984,1.01236,1.021201,0.060723,1,0.22,1,0,0
1898,'2019/01/26 16:15:50:869',12,0,0.042984,1.055328,1.063636,0.055979,1,0.22,1,0,0
1899,'2019/01/26 16:15:50:899',12,0,0.042984,1.074753,1.078284,0.055072,1,0.22,1,0,0
1900,'2019/01/26 16:15:50:930',12,0.023666,0.017334,1.174469,1.175518,0.057505,1,0.22,1,0,0
1901,'2019/01/26 16:15:50:960',12,0.085358,0.017334,1.16684,1.173276,0.053351,1,0.22,1,0,0
1902,'2019/01/26 16:15:51:000',12,0.085358,0.017334,1.097672,1.098371,0.052583,1,0.22,1,0,0
1903,'2019/01/26 16:15:51:020',12,0.085358,0.093277,1.04039,1.047459,0.053659,1,0.22,1,0,0
1904,'2019/01/26 16:15:51:049',12,0.115097,0.093277,1.026932,1.033404,0.055428,1,0.22,1,0,0
1905,'2019/01/26 16:15:51:078',12,0.123871,0.093277,1.021957,1.02979,0.056753,1,0.22,1,0,0
1906,'2019/01/26 16:15:51:111',12,0.151779,0.093277,0.965118,0.978638,0.063439,1,0.22,1,0,0
1907,'2019/01/26 16:15:51:140',12,0.39975,0.093277,0.908173,0.994922,0.077903,1,0.22,1,0,0
1908,'2019/01/26 16:15:51:170',12,0.494171,0.093277,0.90773,1.094592,0.08925,1,0.22,1,0,0
1909,'2019/01/26 16:15:51:201',12,0.494171,0.093277,0.905792,1.035489,0.096471,1,0.22,1,0,0
1910,'2019/01/26 16:15:51:235',12,0.494171,0.093277,0.915085,1.035684,0.086178,1,0.22,1,0,0
1911,'2019/01/26 16:15:51:261',12,0.62915,0.093277,0.839828,1.10148,0.076481,1,0.22,1,0,0
1912,'2019/01/26 16:15:51:303',12,0.62915,0.093277,0.800735,1.185338,0.076021,1,0.22,1,0,0
1913,'2019/01/26 16:15:51:322',12,0.62915,0.072754,0.862885,1.137732,0.069344,1,0.22,1,0,0
1914,'2019/01/26 16:15:51:351',12,0.62915,0.072754,0.946686,1.105601,0.059988,1,0.22,1,0,0
1915,'2019/01/26 16:15:51:381',12,0.62915,0.072754,0.831894,1.015249,0.04995,1,0.22,1,0,0
1916,'2019/01/26 16:15:51:412',12,0.62915,0.072754,0.767502,0.977981,0.054565,1,0.22,1,0,0
1917,'2019/01/26 16:15:51:442',12,0.62915,0,0.824234,1.038516,0.054292,1,0.22,1,0,0
1918,'2019/01/26 16:15:51:472',12,0.62915,0,0.82457,1.047643,0.052727,1,0.22,1,0,0
1919,'2019/01/26 16:15:51:510',12,0.62915,0,0.786331,0.999615,0.052701,1,0.22,1,0,0
1920,'2019/01/26 16:15:51:532',12,0.62915,0,0.809937,1.032111,0.046828,1,0.22,1,0,0
1921,'2019/01/26 16:15:51:564',12,0.624466,0,0.852448,1.083485,0.047259,1,0.22,1,0,0
1922,'2019/01/26 16:15:51:592',12,0.5495,0,0.818878,1.071144,0.046413,1,0.22,1,0,0
1923,'2019/01/26 16:15:51:622',12,0.5495,0,0.796356,1.012701,0.046355,1,0.22,1,0,0
1924,'2019/01/26 16:15:51:653',12,0.5495,0,0.811401,0.975146,0.022965,1,0.22,1,0,0
1925,'2019/01/26 16:15:51:682',12,0.5495,0,0.811539,0.966801,0.022026,1,0.22,1,0,0
1926,'2019/01/26 16:15:51:713',12,0.5495,0,0.832504,0.964775,0.017571,1,0.22,1,0,0
1927,'2019/01/26 16:15:51:743',12,0.5495,0,0.84346,0.924658,0.019249,1,0.22,1,0,0
1928,'2019/01/26 16:15:51:773',12,0.5495,0,0.895325,0.945702,0.030059,1,0.22,1,0,0
1929,'2019/01/26 16:15:51:820',12,0.5495,0,0.876648,0.93889,0.030405,1,0.22,1,0,0
1930,'2019/01/26 16:15:51:833',12,0.5495,0.015427,0.968384,0.999231,0.048933,1,0.22,1,0,0
1931,'2019/01/26 16:15:51:864',12,0.5495,0.11026,1.204819,1.212881,0.117017,1,0.22,1,0,0
1932,'2019/01/26 16:15:51:894',12,0.494949,0.11026,1.134491,1.136477,0.13574,1,0.22,1,0,0
1933,'2019/01/26 16:15:51:925',12,0.461151,0.11026,1.048615,1.052412,0.134316,1,0.22,1,0,0
1934,'2019/01/26 16:15:51:954',12,0.461151,0.182724,1.24498,1.263318,0.153534,1,0.22,1,0,0
1935,'2019/01/26 16:15:51:988',12,0.431946,0.182724,1.320999,1.330258,0.170729,1,0.22,1,0,0
1936,'2019/01/26 16:15:52:019',12,0.361954,0.182724,1.120895,1.125844,0.157598,1,0.22,1,0,0
1937,'2019/01/26 16:15:52:044',12,0.333176,0.182724,1.050858,1.052658,0.139583,1,0.22,1,0,0
1938,'2019/01/26 16:15:52:075',12,0.333176,0.182724,1.135147,1.137931,0.12444,1,0.22,1,0,0
1939,'2019/01/26 16:15:52:104',12,0.24588,0.182724,1.100021,1.104311,0.097595,1,0.22,1,0,0
1940,'2019/01/26 16:15:52:135',12,0.085648,0.182724,0.998962,1.013065,0.092751,1,0.22,1,0,0
1941,'2019/01/26 16:15:52:164',12,0.150604,0.182724,0.92128,0.960357,0.109245,1,0.22,1,0,0
1942,'2019/01/26 16:16:00:417',13,3.579437,2.208405,0.560379,4.070287,0.5878,1,0.22,1,0,1
1943,'2019/01/26 16:16:00:447',13,3.579437,2.208405,0.210648,3.46416,0.628627,1,0.22,1,0,1
1944,'2019/01/26 16:16:00:479',13,3.579437,2.208405,0.533508,1.173581,0.63911,1,0.22,1,0,1
1945,'2019/01/26 16:16:00:540',13,3.579437,2.208405,1.753998,2.527546,0.683443,1,0.22,1,0,1
1946,'2019/01/26 16:16:00:540',13,3.579437,2.590973,2.473175,4.767448,0.751061,1,0.22,1,0,1
1947,'2019/01/26 16:16:00:568',13,3.579437,2.590973,1.278122,2.508992,0.727421,1,0.22,1,0,1
1948,'2019/01/26 16:16:00:599',13,3.579437,2.590973,0.854218,2.160345,0.721177,1,0.22,1,0,1
1949,'2019/01/26 16:16:00:627',13,3.730087,2.590973,0.224503,4.309,0.675118,1,0.22,1,0,1
1950,'2019/01/26 16:16:00:659',13,3.730087,2.590973,-0.012817,2.837553,0.732301,1,0.22,1,0,1
1951,'2019/01/26 16:16:00:692',13,3.730087,2.590973,0.960602,0.9694,0.732438,1,0.22,1,0,1
1952,'2019/01/26 16:16:00:722',13,3.730087,2.590973,2.477234,4.106161,0.862107,1,0.22,1,0,1
1953,'2019/01/26 16:16:00:749',13,3.730087,2.590973,1.929886,3.862575,0.843762,1,0.22,1,0,1
1954,'2019/01/26 16:16:00:780',13,3.730087,2.590973,0.39682,1.00554,0.856229,1,0.22,1,0,1
1955,'2019/01/26 16:16:00:808',13,3.750427,2.590973,0.531418,4.423545,0.860464,1,0.22,1,0,1
1956,'2019/01/26 16:16:00:838',13,3.750427,2.290909,0.207001,3.416891,0.765086,1,0.22,1,0,1
1957,'2019/01/26 16:16:00:870',13,3.750427,2.290909,1.074387,1.166991,0.757008,1,0.22,1,0,1
1958,'2019/01/26 16:16:00:901',13,3.750427,2.290909,2.332886,3.441373,0.875701,1,0.22,1,0,1
1959,'2019/01/26 16:16:00:937',13,3.750427,2.67334,2.027939,4.584949,0.880601,1,0.22,1,0,1
1960,'2019/01/26 16:16:00:962',13,3.750427,2.67334,-0.024673,1.146091,0.882229,1,0.22,1,0,1
1961,'2019/01/26 16:16:00:993',13,3.750427,2.67334,0.680023,4.048191,0.893511,1,0.22,1,0,1
1962,'2019/01/26 16:16:01:035',13,3.750427,2.67334,0.521927,3.847136,0.792856,1,0.22,1,0,1
1963,'2019/01/26 16:16:01:048',13,3.750427,2.67334,1.259705,1.624484,0.734904,1,0.22,1,0,1
1964,'2019/01/26 16:16:01:079',13,3.750427,2.67334,2.035995,2.457151,0.785303,1,0.22,1,0,1
1965,'2019/01/26 16:16:01:110',13,3.40152,2.67334,1.88533,4.401628,0.798302,1,0.22,1,0,1
1966,'2019/01/26 16:16:01:141',13,3.40152,2.67334,0.122223,2.440085,0.809179,1,0.22,1,0,1
1967,'2019/01/26 16:16:01:171',13,3.40152,2.67334,0.672211,2.263451,0.823865,1,0.22,1,0,1
1968,'2019/01/26 16:16:01:204',13,3.783691,2.67334,1.341446,4.628357,0.730025,1,0.22,1,0,1
1969,'2019/01/26 16:16:01:230',13,3.783691,2.337524,0.598557,2.677247,0.661726,1,0.22,1,0,1
1970,'2019/01/26 16:16:01:259',13,3.783691,2.337524,1.096512,1.105359,0.584457,1,0.22,1,0,1
1971,'2019/01/26 16:16:01:288',13,3.783691,2.337524,1.823959,3.624816,0.617464,1,0.22,1,0,1
1972,'2019/01/26 16:16:01:318',13,3.783691,2.964432,1.29512,4.628422,0.583215,1,0.22,1,0,1
1973,'2019/01/26 16:16:01:351',13,3.783691,2.964432,0.302567,0.786424,0.643172,1,0.22,1,0,1
1974,'2019/01/26 16:16:01:379',13,3.783691,2.964432,1.276779,4.616516,0.571019,1,0.22,1,0,1
1975,'2019/01/26 16:16:01:409',13,3.783691,2.964432,0.548019,3.583409,0.511193,1,0.22,1,0,1
1976,'2019/01/26 16:16:01:439',13,3.783691,2.964432,0.946136,1.026229,0.439288,1,0.22,1,0,1
1977,'2019/01/26 16:16:01:468',13,3.783691,2.964432,1.818527,3.567154,0.488212,1,0.22,1,0,1
1978,'2019/01/26 16:16:01:499',13,3.718704,2.964432,1.267105,4.493807,0.485107,1,0.22,1,0,1
1979,'2019/01/26 16:16:01:543',13,3.718704,2.964432,0.472473,0.894613,0.499337,1,0.22,1,0,1
1980,'2019/01/26 16:16:01:559',13,3.718704,2.964432,1.397705,4.405244,0.508146,1,0.22,1,0,1
1981,'2019/01/26 16:16:01:589',13,3.718704,2.964432,0.794708,3.274395,0.455611,1,0.22,1,0,1
1982,'2019/01/26 16:16:01:619',13,3.718704,2.885803,0.750641,0.973746,0.451024,1,0.22,1,0,1
1983,'2019/01/26 16:16:01:649',13,3.718704,2.885803,1.33551,2.362084,0.405161,1,0.22,1,0,1
1984,'2019/01/26 16:16:01:680',13,3.489349,2.885803,1.457886,4.405077,0.418249,1,0.22,1,0,1
1985,'2019/01/26 16:16:01:710',13,3.489349,2.885803,0.393951,1.4807,0.439802,1,0.22,1,0,1
1986,'2019/01/26 16:16:01:743',13,3.489349,2.885803,1.635834,3.671517,0.469098,1,0.22,1,0,1
1987,'2019/01/26 16:16:01:771',13,3.489349,2.885803,0.90358,3.910332,0.412125,1,0.22,1,0,1
1988,'2019/01/26 16:16:01:803',13,3.489349,2.440094,0.605865,2.010617,0.423424,1,0.22,1,0,1
1989,'2019/01/26 16:16:01:833',13,3.489349,2.440094,0.872635,1.342445,0.391786,1,0.22,1,0,1
1990,'2019/01/26 16:16:01:864',13,3.246613,2.530472,1.594421,4.601128,0.41478,1,0.22,1,0,1
1991,'2019/01/26 16:16:01:892',13,3.246613,2.530472,0.850525,3.215958,0.411881,1,0.22,1,0,1
1992,'2019/01/26 16:16:01:923',13,3.246613,2.530472,1.369492,2.033305,0.410231,1,0.22,1,0,1
1993,'2019/01/26 16:16:01:954',13,3.2845,2.530472,1.337006,3.867043,0.410316,1,0.22,1,0,1
1994,'2019/01/26 16:16:01:987',13,3.2845,2.530472,0.933029,3.708403,0.394724,1,0.22,1,0,1
1995,'2019/01/26 16:16:02:014',13,3.2845,2.530472,0.248947,1.177848,0.420374,1,0.22,1,0,1
1996,'2019/01/26 16:16:02:050',13,3.2845,2.530472,0.980774,2.261697,0.369641,1,0.22,1,0,1
1997,'2019/01/26 16:16:02:074',13,3.2845,3.114258,1.672684,5.248671,0.423925,1,0.22,1,0,1
1998,'2019/01/26 16:16:02:104',13,3.2845,3.114258,0.809448,1.912969,0.406816,1,0.22,1,0,1
1999,'2019/01/26 16:16:02:136',13,3.2845,3.114258,1.681458,3.842586,0.439264,1,0.22,1,0,1
2000,'2019/01/26 16:16:02:163',13,3.464142,3.114258,0.791763,4.215314,0.423362,1,0.22,1,0,1
2001,'2019/01/26 16:16:02:195',13,3.464142,3.114258,0.247177,1.727276,0.488039,1,0.22,1,0,1
2002,'2019/01/26 16:16:02:228',13,3.464142,3.114258,0.703659,1.24644,0.47941,1,0.22,1,0,1
2003,'2019/01/26 16:16:02:255',13,3.464142,3.114258,1.649902,4.030323,0.513276,1,0.22,1,0,1
2004,'2019/01/26 16:16:02:284',13,3.464142,3.114258,1.281204,3.117979,0.521207,1,0.22,1,0,1
2005,'2019/01/26 16:16:02:315',13,3.464142,3.114258,1.174057,1.394149,0.456596,1,0.22,1,0,1
2006,'2019/01/26 16:16:02:350',13,3.464142,3.114258,1.195175,3.040634,0.455564,1,0.22,1,0,1
2007,'2019/01/26 16:16:02:374',13,3.464142,2.070374,0.970627,3.780908,0.417597,1,0.22,1,0,1
2008,'2019/01/26 16:16:02:405',13,3.464142,2.070374,0.39035,1.775766,0.458689,1,0.22,1,0,1
2009,'2019/01/26 16:16:02:435',13,3.464142,2.070374,0.75647,0.972544,0.403622,1,0.22,1,0,1
2010,'2019/01/26 16:16:02:467',13,3.009048,2.070374,1.485504,3.975129,0.434721,1,0.22,1,0,1
2011,'2019/01/26 16:16:02:497',13,3.009048,2.560516,1.248199,3.936788,0.362448,1,0.22,1,0,1
2012,'2019/01/26 16:16:02:525',13,3.009048,2.560516,1.101791,1.830399,0.339454,1,0.22,1,0,1
2013,'2019/01/26 16:16:02:566',13,3.949615,2.560516,1.491974,4.995945,0.317655,1,0.22,1,0,1
2014,'2019/01/26 16:16:02:585',13,3.949615,2.560516,0.429047,2.665621,0.370138,1,0.22,1,0,1
2015,'2019/01/26 16:16:02:615',13,3.949615,2.560516,0.513367,0.553744,0.395604,1,0.22,1,0,1
2016,'2019/01/26 16:16:02:647',13,3.949615,2.560516,0.970901,3.109237,0.387817,1,0.22,1,0,1
2017,'2019/01/26 16:16:02:674',13,3.949615,2.577942,1.068192,4.058707,0.389792,1,0.22,1,0,1
2018,'2019/01/26 16:16:02:705',13,3.949615,2.577942,1.074982,1.247748,0.343653,1,0.22,1,0,1
2019,'2019/01/26 16:16:02:740',13,3.949615,2.577942,1.717377,3.533152,0.389483,1,0.22,1,0,1
2020,'2019/01/26 16:16:02:770',13,3.949615,2.577942,1.245499,3.722164,0.372644,1,0.22,1,0,1
